mine,year,month,NDVI,LST_Celsius,SoilMoisture,Rainfall_mm,production_tons,equipment_downtime_hours,blasting_delay_days,reserve_base,reserve_potential_score,reserve_category,predicted_production,expected_baseline,shortfall_pct,shortfall_risk,recommendation
Balaghat_MP,2021,1,0.3648562586347802,27.55291725203722,0.22328501325205896,13.795422655399712,8407.39,57.29,2,0.85,0.7942166046250878,High,9147.93420000001,9325.17625,1.9006831104129516,Low Risk,Operations normal. No action needed.
Balaghat_MP,2021,2,0.3634602563228846,30.963929006275237,0.20536341295067198,9.371560290038028,10743.82,8.19,3,0.85,0.8026715971082629,High,10736.03879999999,9325.17625,-15.12960733583978,Low Risk,Operations normal. No action needed.
Balaghat_MP,2021,3,0.38503696239125534,34.80927695045432,0.18781262602509752,23.591468802122307,8935.68,50.78,0,0.85,0.8057897031992438,High,9780.761600000013,9325.17625,-4.885541439498391,Low Risk,Operations normal. No action needed.
Balaghat_MP,2021,4,0.3623585003844864,38.76318035652963,0.15146648033527332,6.905646506035438,9957.84,15.09,1,0.85,0.8187876734814428,High,10501.194199999993,9325.17625,-12.611214184825645,Low Risk,Operations normal. No action needed.
Balaghat_MP,2021,5,0.33370684286334634,38.01837735318907,0.17324346388127174,35.55315231416966,9557.25,21.02,1,0.85,0.8194325950425094,High,10237.4567,9325.17625,-9.782983458355547,Low Risk,Operations normal. No action needed.
Balaghat_MP,2021,6,0.30816630684051366,37.159304736037086,0.19092421048441852,173.7812213858711,7283.68,25.15,2,0.85,0.8123852992259766,High,9714.143300000002,9325.17625,-4.171149580148699,Low Risk,Operations normal. No action needed.
Balaghat_MP,2021,7,0.4200642851382606,35.93249336870031,0.32640473519341423,354.2790240366882,7526.01,37.58,0,0.85,0.826885426737647,High,7897.036600000005,9325.17625,15.314881045813964,High Risk,Significant shortfall risk due to heavy rainfall/monsoon conditions. Recommended: adjust mine schedule to prioritize indoor/underground operations during peak rain.
Balaghat_MP,2021,8,0.4200642851382606,35.93249336870031,0.32640473519341423,354.2790240366882,8431.87,14.38,0,0.85,0.826885426737647,High,8576.911199999999,9325.17625,8.024138417759147,Medium Risk,Moderate shortfall risk due to heavy rainfall/monsoon conditions. Recommended: adjust mine schedule to prioritize indoor/underground operations during peak rain.
Balaghat_MP,2021,9,0.5372506075322847,27.361459041731223,0.461789438111634,407.8273860257919,7007.91,58.11,2,0.85,0.7896438510670353,High,7684.133900000002,9325.17625,17.597976767463226,High Risk,"Significant shortfall risk due to high equipment downtime, heavy rainfall/monsoon conditions. Recommended: redeploy backup equipment or schedule urgent maintenance; adjust mine schedule to prioritize indoor/underground operations during peak rain."
Balaghat_MP,2021,10,0.5458945737319831,30.79798195498114,0.4664514012592661,73.03907593054191,9991.64,29.21,0,0.85,0.7996997468465477,High,11265.1455,9325.17625,-20.80356658138231,Low Risk,Operations normal. No action needed.
Balaghat_MP,2021,11,0.3942930740708249,29.517377774655813,0.33747568962264196,9.106066133374364,9677.67,6.89,2,0.85,0.8149669597703475,High,10314.55750000001,9325.17625,-10.609786061684458,Low Risk,Operations normal. No action needed.
Balaghat_MP,2021,12,0.3630179434171293,26.641807936061923,0.26595903082756006,16.21324782282392,10621.67,33.6,1,0.85,0.800214429380513,High,10711.522700000009,9325.17625,-14.866705066298433,Low Risk,Operations normal. No action needed.
Balaghat_MP,2022,1,0.3679756643984248,24.846770706503094,0.25814898808797204,21.715720954899474,8635.68,47.63,4,0.85,0.791042800573674,High,9201.186400000017,9325.17625,1.329624734974672,Low Risk,Operations normal. No action needed.
Balaghat_MP,2022,2,0.3716583562142586,28.857419218881716,0.2140834638796284,13.489940148090644,10175.96,7.49,1,0.85,0.79477883770763,High,10577.432399999989,9325.17625,-13.428766560846379,Low Risk,Operations normal. No action needed.
Balaghat_MP,2022,3,0.356613741219988,35.95309450220111,0.1929660342675818,12.157494821838128,9813.67,50.58,1,0.85,0.8192486230498539,High,10242.314900000016,9325.17625,-9.83508113318518,Low Risk,Operations normal. No action needed.
Balaghat_MP,2022,4,0.3605228829892673,39.025188723424264,0.15207822199931928,7.049287215014485,11576.94,12.75,1,0.85,0.8203541190990556,High,10878.183199999998,9325.17625,-16.65391525441674,Low Risk,Operations normal. No action needed.
Balaghat_MP,2022,5,0.31642848785579913,38.87298726233968,0.12975629810559547,13.056312729265086,9009.07,47.47,0,0.85,0.8084471955968091,High,11335.2123,9325.17625,-21.554938975014,Low Risk,Operations normal. No action needed.
Balaghat_MP,2022,6,0.2611501893432675,38.412621522899656,0.10908039802380201,159.94585515127,6812.96,49.85,3,0.85,0.7861507440817821,High,7266.947599999994,9325.17625,22.071739930920945,High Risk,"Significant shortfall risk due to high equipment downtime, blasting delays. Recommended: redeploy backup equipment or schedule urgent maintenance; re-optimize blasting schedule to reduce idle time."
Balaghat_MP,2022,7,0.2611501893432675,38.412621522899656,0.10908039802380201,159.94585515127,7094.22,11.37,2,0.85,0.7861507440817821,High,9353.041799999999,9325.17625,-0.2988206255082698,Low Risk,Operations normal. No action needed.
Balaghat_MP,2022,8,0.2611501893432675,38.412621522899656,0.10908039802380201,159.94585515127,8190.69,22.1,2,0.85,0.7861507440817821,High,9328.167200000002,9325.17625,-0.03207392460814077,Low Risk,Operations normal. No action needed.
Balaghat_MP,2022,9,0.2611501893432675,38.412621522899656,0.10908039802380201,159.94585515127,8103.25,30.97,0,0.85,0.7861507440817821,High,8808.727800000002,9325.17625,5.538216502878409,Medium Risk,Moderate shortfall risk due to combined minor factors. Recommended: monitor closely and review equipment logs.
